epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,valid_macro_f1,valid_macro_f1_scored,learning_rate
1.0,0.4877139380099069,0.909573494416987,0.46124900047557066,0.9246607393542349,0.47226016805717985,0.6296802240762398,0.001
2.0,0.3196943536599914,0.9620400878638111,0.4986171424472561,0.91408516612073,0.45725229221130326,0.6096697229484044,0.001
3.0,0.29081024213433376,0.9727942522423577,0.4844974706370417,0.9228825456247075,0.47032537772932936,0.6271005036391059,0.001
4.0,0.2711840271267855,0.9790408200622369,0.4901282956570066,0.9213851193261582,0.4719101612225368,0.6292135482967157,0.0005
5.0,0.25640934205482935,0.9834111294160718,0.5027154520119135,0.9095928872250819,0.46273213722490303,0.6169761829665373,0.0005
6.0,0.25252248680942907,0.9845780706571481,0.49492259497501945,0.9158633598502574,0.4714047580506056,0.6285396774008075,0.0005
7.0,0.24844591864545812,0.9859051803038623,0.4901613365365458,0.9205428170332242,0.4783977659005486,0.6378636878673981,0.0005
8.0,0.24459454436595027,0.9872551711513821,0.7183857482786093,0.7784744969583528,0.4533776934025359,0.6045035912033813,0.0005
9.0,0.2442072764129052,0.9870034779425224,0.6603373550788565,0.7911090313523631,0.4608188584980557,0.6144251446640743,0.0005
10.0,0.24069996235703628,0.9882619439868204,0.5025671964501688,0.901824988301357,0.4643362695501023,0.6191150260668031,0.00025
11.0,0.23633746413025428,0.9897034596375618,0.5469787350033397,0.8772110435189518,0.4350700491069507,0.5800933988092676,0.00025
12.0,0.23424451031048568,0.9905500640673622,0.5528145977197878,0.8766495086569958,0.46057273748213945,0.6140969833095192,0.00025
13.0,0.23339153494827045,0.9912136188907194,0.7550212694988331,0.7604117922321011,0.4262434671853994,0.5683246229138659,0.000125
14.0,0.23120312081486583,0.9916254805052169,0.5109664937799424,0.903790360318203,0.47368966975109367,0.6315862263347916,0.000125
15.0,0.2306958870226137,0.9918314113124657,0.5451107134203181,0.8773982218062705,0.4457328301734902,0.5943104402313203,0.000125
16.0,0.22962299148045287,0.9922203917261578,0.5248586795349014,0.8957416939635002,0.45640494587007774,0.6085399278267704,6.25e-05
17.0,0.22827154465883004,0.9929754713527366,0.5401948856370272,0.8826392138511933,0.45027130647919494,0.6003617419722599,6.25e-05
18.0,0.2286771182233371,0.9928610653487095,0.5233796507050403,0.899017313991577,0.45669783373297257,0.6089304449772968,6.25e-05
19.0,0.2281910569135815,0.9927924217462932,0.5452387609490736,0.8845109967243799,0.4615890120505808,0.615452016067441,3.125e-05
20.0,0.2278942801828854,0.9928610653487095,0.5651018069400707,0.8695367337388863,0.4505980079643701,0.6007973439524935,3.125e-05
21.0,0.22805304009192554,0.9926551345414607,0.552106191200467,0.8774918109499298,0.45578032974640126,0.607707106328535,3.125e-05
22.0,0.22705275523516366,0.9928610653487095,0.5604407204497234,0.8705662143191389,0.44121733427181775,0.5882897790290903,1.5625e-05
