epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,valid_macro_f1,valid_macro_f1_scored,learning_rate
1.0,0.4025056175910132,0.9416311011096454,0.32789024060140154,0.9549913086665012,0.5269159690740094,0.7025546254320125,0.001
2.0,0.3039489425559794,0.9689454489019943,0.2798735033438583,0.97262229947852,0.7351230983637677,0.8501850955122773,0.001
3.0,0.2810905064577793,0.9754326065026772,0.2784465318996675,0.9710081946858704,0.75969406423027,0.8730077235004422,0.001
4.0,0.26719185979554827,0.9795763172189028,0.25931464507528296,0.9778370995778495,0.8469853734146353,0.8796684411485919,0.001
5.0,0.2574156986850278,0.9831613253666486,0.2506853520189351,0.9836727092128135,0.8721634443350561,0.9250286460480815,0.001
6.0,0.25184008674948305,0.9841235353456972,0.25116321678371206,0.9814998758380928,0.8738104127994928,0.9080524379495246,0.001
7.0,0.2483417488373842,0.9857375649879724,0.24148759258453562,0.9868388378445493,0.9034032984997478,0.9420942924189699,0.001
8.0,0.24434383752144936,0.9863428261038255,0.24301463573882442,0.9844176806555749,0.8811606068581745,0.9353746363047265,0.001
9.0,0.24172321696291424,0.9875378288197408,0.2409124896577845,0.9855972187732803,0.8954278595597743,0.9352831230911933,0.001
10.0,0.24006299367653647,0.9878016605881896,0.2379177927615656,0.9865905140302955,0.906111358664823,0.9391928272898641,0.0005
11.0,0.23404115522685762,0.990176146504229,0.23201678661841862,0.989570399801341,0.9199892097089193,0.9517984784423018,0.0005
12.0,0.23241676482674573,0.9909210832622022,0.23160575713979892,0.9896324807549044,0.9185746483276275,0.9527183651842207,0.0005
13.0,0.232054005300896,0.9907038100411267,0.23385690535257495,0.9891358331263969,0.921817899814516,0.9525257587046531,0.0005
14.0,0.23160591710064293,0.9909366027779933,0.23093766770352198,0.9900670474298485,0.9228158315280044,0.956227560316909,0.0005
15.0,0.23130610042517666,0.9906262124621712,0.23135928988367918,0.989446237894214,0.9202336766286616,0.9543736471108201,0.0005
16.0,0.230526016240134,0.9908279661674556,0.22970791472996735,0.9898808045691582,0.9170905343528956,0.9555333409580458,0.0005
17.0,0.22928503306997824,0.9913090711569799,0.23051003177807766,0.9903153712441023,0.9218506377037359,0.9567606427489501,0.0005
18.0,0.22861759230914233,0.9915884224412198,0.2308135534860314,0.9901291283834119,0.9222903804559344,0.957498285052357,0.0005
19.0,0.22788463768901138,0.9916815395359665,0.23040330495850928,0.9900049664762851,0.920487175391012,0.9560319625704113,0.0005
20.0,0.2267451835696651,0.9920229688833708,0.23035733149414,0.9896324807549044,0.9169442953843914,0.9559257271791886,0.0005
21.0,0.2273088728585106,0.9917901761465042,0.22687370417977729,0.9911224236404271,0.9214747990100366,0.9630728993716118,0.0005
22.0,0.22618054908791996,0.9922868006518196,0.22688948635593786,0.9905016141047926,0.9212807233922475,0.960012715935426,0.0005
23.0,0.22538668218073044,0.9925195933886862,0.22761225306665095,0.9905016141047926,0.9225625732042879,0.959341072860448,0.0005
24.0,0.2249053560777235,0.9931403740203306,0.22697936935729118,0.9908740998261734,0.9242736786596715,0.9596376321522891,0.00025
25.0,0.2221974774944206,0.9932645301466594,0.2267043242753218,0.9909982617333002,0.9258421348026227,0.9606466559273065,0.00025
26.0,0.22187098043911432,0.9937145961046016,0.225654584159767,0.9911224236404271,0.9276603400436125,0.9615768096667869,0.00025
27.0,0.22033032305886122,0.9942888181888725,0.22575914156712223,0.9906257760119196,0.9256891650983182,0.9595855534644243,0.000125
28.0,0.2191859121692461,0.9946612865678591,0.2248839514743077,0.9911845045939905,0.9313283043477328,0.9622011799905255,0.000125
29.0,0.21906968943385607,0.9949871963994723,0.22578399540148333,0.9913086665011175,0.9304550811816636,0.9621596530882691,0.000125
30.0,0.21894632699168237,0.9948475207573524,0.22435959595247923,0.9908740998261734,0.928475116971269,0.9599641235730281,6.25e-05
31.0,0.21834866801604758,0.9949251183363079,0.2241527107429765,0.9913707474546809,0.9296207612149007,0.9626126278564268,6.25e-05
32.0,0.21780561648394217,0.9952199891363389,0.22393021333489965,0.9913707474546809,0.9302635421017084,0.9623486904136138,6.25e-05
33.0,0.21764450521814893,0.9954993404205789,0.22471993589537417,0.9909982617333002,0.927639277144554,0.9606239498713575,3.125e-05
34.0,0.21742772286308462,0.9956234965469077,0.22403729906264505,0.9910603426868637,0.9273439556561172,0.9611549638167931,3.125e-05
35.0,0.21764153402627945,0.9954372623574145,0.22438783889998565,0.9907499379190464,0.9262009434988534,0.9596309476071082,3.125e-05
36.0,0.21714482219463233,0.9954372623574145,0.22435875193324373,0.9911224236404271,0.9287242525378349,0.9614172829536723,1.5625e-05
