epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,valid_macro_f1,valid_macro_f1_scored,learning_rate
1.0,0.39322891952571903,0.9446733372572101,0.32109419628276215,0.9525659133709982,0.5986194125972593,0.7981592167963457,0.001
2.0,0.267828294435903,0.9813301942319012,0.30013463423076997,0.964924670433145,0.6119009540376064,0.8158679387168085,0.001
3.0,0.24888723692204967,0.9870982931135962,0.2814954357632136,0.973987758945386,0.6737756177570854,0.8705897125650027,0.001
4.0,0.24186623660061485,0.9890994702766334,0.26312946139531396,0.975517890772128,0.6410129914765439,0.8546839886353919,0.001
5.0,0.23649449874191442,0.9909358446144791,0.3092255737148436,0.964924670433145,0.6108059491491442,0.814407932198859,0.001
6.0,0.23298226650214462,0.9914773396115362,0.2647667673684783,0.978695856873823,0.7070520193378214,0.8725605871872705,0.001
7.0,0.22944627179546592,0.9931253678634491,0.2681690209778464,0.972457627118644,0.6602560059386025,0.8595080079181366,0.001
8.0,0.22835356805870433,0.9931489111241907,0.29018867880162097,0.9576271186440678,0.5674973844375099,0.7566631792500131,0.001
9.0,0.22763713559696014,0.9931253678634491,0.2742985970780899,0.9737523540489642,0.7004690088654736,0.8733526178812375,0.001
10.0,0.22605057620665409,0.99343143025309,0.291313986937654,0.9669256120527306,0.5970462035344184,0.7960616047125578,0.001
11.0,0.22477908568392085,0.994043555032372,0.301441530891731,0.9550376647834274,0.5721508858148098,0.7527668376520696,0.001
12.0,0.224668162629631,0.9938787522071807,0.26136047843485904,0.9776365348399246,0.6149450988905893,0.8199267985207858,0.0005
13.0,0.2212403170409239,0.9951030017657445,0.24156477444028226,0.984816384180791,0.6781598719451774,0.9042131625935698,0.0005
14.0,0.21945835443192752,0.9955503237198352,0.2528081797835068,0.9795197740112994,0.6962573579735807,0.8879391035607339,0.0005
15.0,0.21968522859433598,0.9950559152442613,0.27370481414759,0.9723399246704332,0.6624931292511562,0.8482364530366294,0.0005
16.0,0.2181926366832412,0.995927015891701,0.2541157681277467,0.9812853107344632,0.6835357033988084,0.8780476045317446,0.00025
17.0,0.2168221121970312,0.9961389052383756,0.2505287783967573,0.9808145009416196,0.7003720906416417,0.8804961208555223,0.00025
18.0,0.215757996561669,0.9965155974102413,0.25371200014642403,0.978578154425612,0.7210366285512204,0.8996537763398988,0.00025
19.0,0.21572734981301675,0.9965155974102413,0.25467138129888056,0.9781073446327684,0.7060055819285528,0.8937217282856894,0.000125
20.0,0.2149598254758937,0.9967039434961742,0.25090477948134904,0.9826977401129944,0.7548430634715633,0.8997907512954177,0.000125
21.0,0.21423858636964974,0.9970100058858152,0.250557293157793,0.9821092278719398,0.7525013566285456,0.895808260450964,0.000125
22.0,0.21395034662199552,0.9971983519717481,0.24741098503608489,0.9821092278719398,0.7260858122793782,0.8761603933839984,6.25e-05
23.0,0.21376586605935605,0.9972454384932313,0.250237687608392,0.9823446327683616,0.7523852635607835,0.8965136847477114,6.25e-05
24.0,0.21317712680741996,0.9976927604473219,0.2479044691205249,0.9825800376647834,0.7387488177425727,0.8897603284186685,6.25e-05
25.0,0.2136856658034917,0.997386698057681,0.2526104565843126,0.9824623352165726,0.7527515610494706,0.8970020813992942,3.125e-05
26.0,0.21291259234270116,0.9972218952324897,0.2509320421519702,0.9826977401129944,0.7541917222075079,0.8989222962766772,3.125e-05
27.0,0.2132664175928867,0.9973631547969394,0.24909562815380634,0.9824623352165726,0.742716046507179,0.8983340390210662,3.125e-05
28.0,0.21304498030867136,0.9973160682754562,0.24716343224160864,0.9830508474576272,0.749555346803009,0.8968430265065761,1.5625e-05
