epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,valid_macro_f1,valid_macro_f1_scored,learning_rate
1.0,0.29979618916101286,0.949936738693592,0.27567975393343486,0.9270940570893776,0.47429366362254544,0.6323915514967272,0.001
2.0,0.2069462382672765,0.9771018879158501,0.3796194938002315,0.8678521291530182,0.4122374999246393,0.5496499998995191,0.001
3.0,0.1912357851664393,0.9813689250539581,0.31005431347268175,0.9170800187178287,0.45993512476208254,0.61324683301611,0.001
4.0,0.18088804438579717,0.9849661365948051,0.2909342894361127,0.9246607393542349,0.4710538309455574,0.6280717745940766,0.0005
5.0,0.17214820122452054,0.9870500384529509,0.3044826002727896,0.9185774450163781,0.46481302276730097,0.619750697023068,0.0005
6.0,0.16830031042219187,0.9883896896474733,0.32313049588183346,0.9142723444080487,0.4564214688643578,0.6085619584858104,0.0005
7.0,0.16601618366582263,0.989406832221092,0.37025049778697755,0.8686944314459523,0.439173136199171,0.5855641815988947,0.00025
8.0,0.1614807743481463,0.9909697586147014,0.32675524895638575,0.9099672437997193,0.4737069856467083,0.6316093141956111,0.00025
9.0,0.15975304901460888,0.9914659257237838,0.3942373279884813,0.8638277959756668,0.4351387586982185,0.5801850115976247,0.00025
10.0,0.16003421939263085,0.9909697586147014,0.35206060464213706,0.8841366401497426,0.4511833674117385,0.6015778232156513,0.000125
11.0,0.15849128540667873,0.9923094098092238,0.378528252867376,0.8675713617220402,0.45809096360830737,0.6107879514777431,0.000125
12.0,0.1571952767747601,0.9923342181646778,0.4033540793540715,0.8634534394010295,0.4430527523100071,0.5907370030800095,0.000125
13.0,0.1564248352388929,0.9923342181646778,0.38919635413124787,0.8646700982686009,0.45747419764007935,0.6099655968534391,6.25e-05
14.0,0.15496880310973918,0.9930536604728473,0.3767743334738964,0.8744033692091717,0.4595467320222585,0.612728976029678,6.25e-05
15.0,0.15469016525372703,0.9931032771837555,0.36671031704560364,0.884230229293402,0.4703499573610787,0.6271332764814382,6.25e-05
16.0,0.15444926276058865,0.9935002108710214,0.3458938678849452,0.8943378568086102,0.48064138915289933,0.6408551855371991,6.25e-05
17.0,0.15397638042357753,0.993425785804659,0.35681765065552423,0.8890032756200281,0.47301965410307445,0.6306928721374326,6.25e-05
18.0,0.15406738091187647,0.9932769356719343,0.37731478338103236,0.8773982218062705,0.45887047832982,0.61182730443976,6.25e-05
19.0,0.15368362370088373,0.9934505941601132,0.3771691748512422,0.8752456715021057,0.4600363500459323,0.6133818000612431,3.125e-05
20.0,0.1530174264275045,0.9936490610037461,0.36879745081422705,0.8809546092653252,0.46729584819491465,0.6230611309265529,3.125e-05
21.0,0.1529396162294307,0.9936490610037461,0.35882907463224567,0.8879737950397754,0.4693855574047975,0.6258474098730633,3.125e-05
22.0,0.15298822077076735,0.9934505941601132,0.3747849589873543,0.8774918109499298,0.46773401162083283,0.6236453488277771,1.5625e-05
23.0,0.1528695557124057,0.9937731027810166,0.3681163319818428,0.882545624707534,0.4706501731790244,0.6275335642386992,1.5625e-05
24.0,0.15229782943582568,0.9938723362028331,0.3568696408780535,0.8909686476368741,0.47534114714226755,0.6337881961896901,1.5625e-05
25.0,0.15305451366213746,0.9933761690937508,0.3591439432890325,0.8869443144595227,0.47146430580163506,0.6286190744021801,7.8125e-06
26.0,0.15260449124645667,0.9937979111364708,0.35504952340579,0.8906878802058961,0.47808214879835825,0.6374428650644777,7.8125e-06
27.0,0.15250879986048863,0.9939467612691955,0.35231839649912683,0.8914365933551708,0.47516501215447005,0.6335533495392934,7.8125e-06
28.0,0.15280138575936686,0.9939467612691955,0.3560144907746518,0.8895648104819841,0.47529778551583823,0.6337303806877843,3.90625e-06
29.0,0.152580704278378,0.9936242526482919,0.3553975242512997,0.8901263453439401,0.4765804657545816,0.6354406210061088,3.90625e-06
30.0,0.15225738918817655,0.9938971445582873,0.35763439780147377,0.8881609733270941,0.4718277505600976,0.6291036674134635,3.90625e-06
31.0,0.15244411244474965,0.9937234860701084,0.3493717765941986,0.8941506785212915,0.4794703676408908,0.6392938235211877,1.953125e-06
