epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,valid_macro_f1,valid_macro_f1_scored,learning_rate
1.0,0.4859580356083352,0.9083466734069143,0.286713294697838,0.9718152470821951,0.6732138925350633,0.8584028371055745,0.001
2.0,0.3345086480737432,0.9555424495183531,0.269376210577884,0.9774025329029054,0.8602278402636754,0.8803037870182339,0.001
3.0,0.3014187820162224,0.9672536299042324,0.2556892666851938,0.9811894710702757,0.8927451791103866,0.9079397147963816,0.001
4.0,0.28116634389425915,0.9745696070997276,0.24562317110377918,0.984852247330519,0.90024484892007,0.9178405895205453,0.001
5.0,0.27357088238085403,0.9765916814109585,0.2428616268043634,0.9858455425875341,0.9039514957168374,0.9319074336196604,0.001
6.0,0.26586775541754165,0.9792737383098828,0.24266367105742617,0.9855972187732803,0.9012112420440404,0.9255503785256809,0.001
7.0,0.26054280924760903,0.9812115595248125,0.23797352720437762,0.9876458902408741,0.911815729211042,0.9428991720000953,0.001
8.0,0.2558073256720648,0.9825034403347657,0.2313669095278852,0.9898187236155948,0.9348373686292735,0.9514143638461235,0.001
9.0,0.2525813141668489,0.9839076586064538,0.23127708111355197,0.9893841569406506,0.9235856122521913,0.9480466732863225,0.001
10.0,0.24872071083488514,0.984483388097846,0.23165982316690076,0.9889495902657065,0.9253333863619203,0.9488316119234206,0.001
11.0,0.2462168360304189,0.9859016485522509,0.22879635389253167,0.9903774521976657,0.9316596465661136,0.9549499894594251,0.001
12.0,0.2448705096044372,0.9858735641868172,0.22873754805286498,0.9900049664762851,0.9289489734436435,0.9540457857297361,0.001
13.0,0.24122250510985593,0.9869126857078664,0.22768127175960584,0.990687856965483,0.9280449115567216,0.9591323458437447,0.001
14.0,0.2410075523505989,0.9870811919004691,0.22818460737856677,0.9901912093369755,0.927989057408298,0.9554759247828796,0.001
15.0,0.23777872502015368,0.9882466930659701,0.23345383320134183,0.9889495902657065,0.9145062465725757,0.9555526932718276,0.001
16.0,0.2381524403853147,0.9879518072289156,0.2271394360582024,0.9909982617333002,0.9294098316323611,0.9621212021216118,0.001
17.0,0.23488073448833915,0.989454320779622,0.2276036539754472,0.9909361807797368,0.9322139201574305,0.9605989523667701,0.001
18.0,0.23529986174716522,0.9890049709326818,0.22729495455616605,0.990687856965483,0.931065080960409,0.9611170776441816,0.001
19.0,0.23404224570603627,0.9891453927598506,0.22785513837150406,0.990687856965483,0.9390238392504587,0.9588091024031012,0.0005
20.0,0.2276384897943756,0.9915746903698711,0.22504103642585171,0.9913707474546809,0.9369871647436809,0.9608808455085813,0.0005
21.0,0.2264248922077618,0.9924593478810346,0.22423566827887723,0.9911224236404271,0.935580177605383,0.9601773641784511,0.0005
22.0,0.22558663797007925,0.9921363776785463,0.2235665965056579,0.9913086665011175,0.9337140318146674,0.9624661667133418,0.0005
23.0,0.2246093321784644,0.9927682759008061,0.2236015214047066,0.9913707474546809,0.9392450359134074,0.9594396852625069,0.0005
24.0,0.22491090399919259,0.9927682759008061,0.22452206283933565,0.9907499379190464,0.9378784846740864,0.9581549194561588,0.0005
25.0,0.2240501950963732,0.9927542337180891,0.22275084925032385,0.9916811522224981,0.9433120177358558,0.9614530606848448,0.00025
26.0,0.22105251881473773,0.9939618614317409,0.2224485755617991,0.9914328284082443,0.9387294943615879,0.9594746511806563,0.00025
27.0,0.22035203458299854,0.994312915999663,0.22285036144716613,0.9917432331760616,0.9456311005646807,0.9613623007529076,0.00025
28.0,0.21997020287167157,0.9942567472687954,0.22328180710405576,0.9913707474546809,0.9376151614384852,0.9606449164465327,0.000125
29.0,0.2183709395928803,0.9951554469626759,0.22257017553489084,0.9914949093618078,0.9402814227617794,0.9598310126619644,0.000125
30.0,0.21785469859780734,0.9953239531552784,0.22303792447229162,0.9913086665011175,0.938387984472943,0.9593499766198811,0.000125
31.0,0.21748621308449015,0.995492459347881,0.22299890170581055,0.9916811522224981,0.9394537818398829,0.9619383757865106,6.25e-05
32.0,0.21729859352768008,0.9956047968096161,0.2224065134653774,0.9918673950831884,0.9417094409236216,0.9619617942473685,6.25e-05
33.0,0.21702786875235808,0.9957873451849355,0.22205701872229072,0.9917432331760616,0.9395594555671755,0.961740649750943,6.25e-05
34.0,0.21637156867695045,0.9958435139158031,0.2224627013371664,0.9915569903153713,0.9392094041740675,0.9612739145601323,3.125e-05
35.0,0.2161757643345945,0.9959137248293874,0.22244700075291154,0.9916811522224981,0.9393937411620965,0.9615196972108376,3.125e-05
36.0,0.21596003885427453,0.9960260622911226,0.22265099524445175,0.9915569903153713,0.9383465352187326,0.9609326351936042,3.125e-05
37.0,0.21591394590970575,0.9960260622911226,0.22230250092543827,0.9916811522224981,0.9399555975557632,0.9626074634076843,3.125e-05
38.0,0.21619875678739708,0.99585755609852,0.22241643305774478,0.9914949093618078,0.9376612105057787,0.9610583208350141,3.125e-05
39.0,0.21575031100533545,0.9961383997528576,0.22257472223551125,0.9914949093618078,0.9387567877077936,0.9605192543586907,3.125e-05
40.0,0.2158460753283813,0.9959558513775382,0.2228189597865148,0.9911845045939905,0.9363389987451972,0.9593894983269297,1.5625e-05
41.0,0.21568562742445616,0.9962647793973095,0.22270301222682798,0.9910603426868637,0.9353834811483789,0.9588181865047168,1.5625e-05
42.0,0.2156208093635997,0.9961103153874238,0.22292462438677985,0.9910603426868637,0.9364626441848501,0.9587617864493655,1.5625e-05
43.0,0.21571540349749863,0.9961103153874238,0.22260406503080582,0.9913707474546809,0.9375900754420498,0.9602650281256316,7.8125e-06
44.0,0.21547617227007299,0.9962647793973095,0.2226234006103168,0.9913707474546809,0.9358034850125874,0.9608853903753488,7.8125e-06
45.0,0.215361800627208,0.9963771168590446,0.2224669320199399,0.9914328284082443,0.9367915662619947,0.9606956333228712,7.8125e-06
46.0,0.21594050758964414,0.9961383997528576,0.2224889944971481,0.9913707474546809,0.9367232425231615,0.960604535004427,3.90625e-06
